image_idx_0_based,image_z_1_based,png_path
0,1,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
1,2,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
2,3,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
3,4,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z004.png
11,12,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z012.png
21,22,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
22,23,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
23,24,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
24,25,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z025.png
25,26,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z026.png
26,27,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z027.png
27,28,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z028.png
28,29,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z029.png
29,30,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z030.png
30,31,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z031.png
31,32,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z032.png
36,37,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
37,38,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
38,39,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z039.png
39,40,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z040.png
40,41,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z041.png
41,42,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
42,43,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
43,44,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
44,45,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
45,46,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
46,47,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
47,48,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
48,49,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
49,50,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
50,51,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
51,52,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z052.png
52,53,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z053.png
53,54,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z054.png
54,55,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z055.png
101,102,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z102.png
102,103,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z103.png
109,110,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
112,113,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z113.png
113,114,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z114.png
123,124,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z124.png
124,125,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z125.png
125,126,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z126.png
126,127,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
129,130,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z130.png
153,154,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z154.png
156,157,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z157.png
158,159,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z159.png
161,162,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z162.png
169,170,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z170.png
