image_idx_0_based,image_z_1_based,png_path
0,1,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z001.png
1,2,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z002.png
2,3,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z003.png
3,4,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z004.png
4,5,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z005.png
5,6,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z006.png
6,7,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z007.png
7,8,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z008.png
8,9,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z009.png
12,13,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z013.png
13,14,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z014.png
14,15,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z015.png
15,16,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z016.png
16,17,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z017.png
17,18,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z018.png
18,19,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z019.png
19,20,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z020.png
20,21,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z021.png
21,22,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z022.png
22,23,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z023.png
23,24,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z024.png
24,25,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z025.png
32,33,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z033.png
33,34,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
34,35,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
35,36,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z036.png
36,37,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z037.png
37,38,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z038.png
41,42,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z042.png
42,43,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z043.png
43,44,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z044.png
44,45,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z045.png
45,46,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z046.png
46,47,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z047.png
47,48,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z048.png
48,49,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z049.png
49,50,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z050.png
50,51,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z051.png
103,104,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z104.png
104,105,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z105.png
105,106,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z106.png
106,107,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z107.png
107,108,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z108.png
108,109,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z109.png
109,110,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z110.png
110,111,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z111.png
111,112,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
126,127,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z127.png
127,128,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
128,129,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z129.png
