image_idx_0_based,image_z_1_based,png_path
33,34,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z034.png
34,35,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z035.png
103,104,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z104.png
111,112,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z112.png
127,128,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z128.png
128,129,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z129.png
131,132,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z132.png
132,133,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z133.png
133,134,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z134.png
134,135,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z135.png
135,136,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z136.png
136,137,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z137.png
137,138,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z138.png
138,139,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z139.png
139,140,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z140.png
140,141,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z141.png
141,142,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z142.png
142,143,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z143.png
143,144,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z144.png
144,145,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z145.png
145,146,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z146.png
146,147,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z147.png
152,153,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z153.png
162,163,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z163.png
163,164,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z164.png
164,165,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z165.png
165,166,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z166.png
166,167,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z167.png
167,168,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z168.png
171,172,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z172.png
172,173,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z173.png
173,174,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z174.png
174,175,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z175.png
175,176,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z176.png
176,177,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z177.png
186,187,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z187.png
187,188,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z188.png
188,189,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z189.png
202,203,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z203.png
214,215,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z215.png
215,216,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z216.png
216,217,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z217.png
217,218,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z218.png
218,219,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z219.png
219,220,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z220.png
220,221,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z221.png
227,228,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z228.png
228,229,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z229.png
229,230,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z230.png
230,231,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z231.png
