image_idx_0_based,image_z_1_based,png_path
54,55,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z055.png
89,90,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z090.png
90,91,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z091.png
159,160,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z160.png
160,161,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z161.png
161,162,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z162.png
169,170,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z170.png
178,179,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z179.png
180,181,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z181.png
181,182,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z182.png
182,183,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z183.png
189,190,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z190.png
190,191,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z191.png
192,193,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z193.png
193,194,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z194.png
194,195,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z195.png
195,196,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z196.png
197,198,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z198.png
198,199,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z199.png
199,200,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z200.png
200,201,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z201.png
201,202,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z202.png
203,204,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z204.png
204,205,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z205.png
208,209,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z209.png
209,210,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z210.png
210,211,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z211.png
211,212,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z212.png
212,213,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z213.png
226,227,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z227.png
227,228,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z228.png
261,262,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z262.png
262,263,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z263.png
263,264,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z264.png
264,265,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z265.png
266,267,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z267.png
267,268,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z268.png
268,269,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z269.png
269,270,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z270.png
270,271,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z271.png
271,272,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z272.png
272,273,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z273.png
273,274,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z274.png
274,275,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z275.png
275,276,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z276.png
276,277,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z277.png
277,278,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z278.png
285,286,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z286.png
286,287,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z287.png
287,288,results/fossum/pngs_normalized_surface_300_thesis/X_surface_norm_z288.png
